EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 5602,136569,HAMRA_A                                 ,SE,+61:39:36,+014:59:24, 454, TG6,19730301,20190430,   56,Marcus Flarup                                     
 5602,902329,HAMRA                                   ,SE,+61:40:00,+015:00:00, 455, TG5,20001024,20190430,    -,Synoptical message from GTS
 5603,136572,SARNA                                   ,SE,+61:42:36,+013:07:48, 425, TG6,19501103,20000229,   56,Marcus Flarup                                     
 5603,136575,SARNA_A                                 ,SE,+61:41:24,+013:11:24, 425, TG6,20001201,20190430,   56,Marcus Flarup                                     
 5604,136572,SARNA                                   ,SE,+61:42:36,+013:07:48, 425, TG6,19501103,20000229,   56,Marcus Flarup                                     
 5604,136575,SARNA_A                                 ,SE,+61:41:24,+013:11:24, 425, TG6,20001201,20190430,   56,Marcus Flarup                                     
 5605,136563,HOLICK                                  ,SE,+61:37:12,+017:26:24,   8, TG6,19870601,19951031,   56,Marcus Flarup                                     
 5605,136578,KUGGOREN                                ,SE,+61:42:00,+017:31:12,   8, TG6,19700701,19870531,   56,Marcus Flarup                                     
 5605,136581,KUGGOREN A                              ,SE,+61:42:11,+017:31:29,   8, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5605,902355,KUGGOREN                                ,SE,+61:42:00,+017:31:59,  10, TG5,19960928,20190430,    -,Synoptical message from GTS
 5606,136584,JARVSO                                  ,SE,+61:42:36,+016:10:48, 115, TG6,19620801,20190426,   56,Marcus Flarup                                     
 5607,136587,HUDIKSVALL                              ,SE,+61:43:48,+017:06:00,  10, TG6,19610101,20190430,   56,Marcus Flarup                                     
 5608,136590,DELSBO                                  ,SE,+61:47:24,+016:33:00,  70, TG6,19670101,19951130,   56,Marcus Flarup                                     
 5608,136593,DELSBO_A                                ,SE,+61:49:48,+016:32:24,  70, TG6,19951201,20190424,   56,Marcus Flarup                                     
 5608,136602,BJURAKER                                ,SE,+61:51:00,+016:34:47,  70, TG6,19490216,19661231,   56,Marcus Flarup                                     
 5609,136590,DELSBO                                  ,SE,+61:47:24,+016:33:00,  70, TG6,19670101,19951130,   56,Marcus Flarup                                     
 5609,136593,DELSBO_A                                ,SE,+61:49:48,+016:32:24,  70, TG6,19951201,20190424,   56,Marcus Flarup                                     
 5609,136602,BJURAKER                                ,SE,+61:51:00,+016:34:47,  70, TG6,19490216,19661231,   56,Marcus Flarup                                     
 5610,136596,LJUSDAL                                 ,SE,+61:49:48,+016:07:48, 140, TG6,19610101,19751231,   56,Marcus Flarup                                     
 5611,136599,IDRE-STORBO_V                           ,SE,+61:52:12,+012:18:00, 660, TG6,19960426,20160111,   56,Marcus Flarup                                     
 5611,136605,FLOTNINGEN                              ,SE,+61:51:00,+012:16:12, 670, TG6,19691201,19860228,   56,Marcus Flarup                                     
 5612,136590,DELSBO                                  ,SE,+61:47:24,+016:33:00,  70, TG6,19670101,19951130,   56,Marcus Flarup                                     
 5612,136593,DELSBO_A                                ,SE,+61:49:48,+016:32:24,  70, TG6,19951201,20190424,   56,Marcus Flarup                                     
 5612,136602,BJURAKER                                ,SE,+61:51:00,+016:34:47,  70, TG6,19490216,19661231,   56,Marcus Flarup                                     
 5613,109968,DREVSJO                                 ,NO,+61:53:13,+012:02:53, 672,TG11,19570101,20190430,   22,Hans Olav Hygen                                   
 5613,136599,IDRE-STORBO_V                           ,SE,+61:52:12,+012:18:00, 660, TG6,19960426,20160111,   56,Marcus Flarup                                     
 5613,136605,FLOTNINGEN                              ,SE,+61:51:00,+012:16:12, 670, TG6,19691201,19860228,   56,Marcus Flarup                                     
 5613,901393,DREVSJO                                 ,NO,+61:52:59,+012:03:00, 674, TG5,19820113,20190430,    -,Synoptical message from GTS
 5614,136608,LILLHARDAL                              ,SE,+61:51:00,+014:05:24, 440, TG6,19690101,20161103,   56,Marcus Flarup                                     
 5615,136611,IDRE_FJALL_A                            ,SE,+61:53:24,+012:51:36, 869, TG6,19850501,20190430,   56,Marcus Flarup                                     
 5615,902307,IDRE FJALL                              ,SE,+61:52:59,+012:51:00, 869, TG5,19931122,20190430,    -,Synoptical message from GTS
 5616,136614,GRAN                                    ,SE,+62:01:12,+017:37:48,  20, TG6,19490213,19671031,   56,Marcus Flarup                                     
 5617,136620,FINNEBY                                 ,SE,+62:02:24,+015:28:12, 259, TG6,19761201,19960131,   56,Marcus Flarup                                     
 5618,136623,SVEG_A                                  ,SE,+62:03:00,+014:24:36, 362, TG6,20091001,20190430,   56,Marcus Flarup                                     
 5618,902327,SVEG A                                  ,SE,+62:03:00,+014:24:00, 359, TG5,20100419,20190430,    -,Synoptical message from GTS
 5619,136626,DRAVAGEN_A                              ,SE,+62:05:24,+013:36:36, 566, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5619,902317,DRAVAGEN                                ,SE,+62:06:00,+013:37:00, 566, TG5,20001024,20190430,    -,Synoptical message from GTS
 5620,136629,GROVELSJON                              ,SE,+62:06:00,+012:19:12, 815, TG6,19610101,19690430,   56,Marcus Flarup                                     
 5621,136632,LOFSDALEN                               ,SE,+62:06:36,+013:16:48, 610, TG6,19650101,19950930,   56,Marcus Flarup                                     
 5622,136635,BRAMO                                   ,SE,+62:07:48,+017:27:00,  17, TG6,19650101,19701231,   56,Marcus Flarup                                     
 5623,136638,YTTERHOGDAL                             ,SE,+62:10:48,+014:57:00, 260, TG6,19610101,20190430,   56,Marcus Flarup                                     
 5624,136641,BRAMON                                  ,SE,+62:13:12,+017:44:23,  17, TG6,19860801,20190430,   56,Marcus Flarup                                     
 5624,136644,LORUDDEN                                ,SE,+62:13:48,+017:39:36,  17, TG6,19671201,19860131,   56,Marcus Flarup                                     
 5624,902368,BRAMON                                  ,SE,+62:13:00,+017:45:00,  18, TG5,19931122,20190430,    -,Synoptical message from GTS
 5625,136641,BRAMON                                  ,SE,+62:13:12,+017:44:23,  17, TG6,19860801,20190430,   56,Marcus Flarup                                     
 5625,136644,LORUDDEN                                ,SE,+62:13:48,+017:39:36,  17, TG6,19671201,19860131,   56,Marcus Flarup                                     
 5625,902368,BRAMON                                  ,SE,+62:13:00,+017:45:00,  18, TG5,19931122,20190430,    -,Synoptical message from GTS
 5626,136647,NORRBERG-NORRHOG_V                      ,SE,+62:16:48,+015:40:12, 320, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5627,136650,SIDSJO                                  ,SE,+62:22:48,+017:17:24,  60, TG6,19610101,20070731,   56,Marcus Flarup                                     
 5627,136662,SUNDSVALL-RASTA_V                       ,SE,+62:25:48,+017:21:00,  80, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5628,136653,SUNDSVALL                               ,SE,+62:24:36,+017:16:12,  35, TG6,19610101,19810630,   56,Marcus Flarup                                     
 5629,136656,HEDE                                    ,SE,+62:25:12,+013:31:12, 430, TG6,19610101,20070808,   56,Marcus Flarup                                     
 5629,136659,HEDEVIKEN                               ,SE,+62:24:36,+013:40:12, 410, TG6,20081001,20190430,   56,Marcus Flarup                                     
 5630,136656,HEDE                                    ,SE,+62:25:12,+013:31:12, 430, TG6,19610101,20070808,   56,Marcus Flarup                                     
 5630,136659,HEDEVIKEN                               ,SE,+62:24:36,+013:40:12, 410, TG6,20081001,20190430,   56,Marcus Flarup                                     
 5631,136650,SIDSJO                                  ,SE,+62:22:48,+017:17:24,  60, TG6,19610101,20070731,   56,Marcus Flarup                                     
 5631,136662,SUNDSVALL-RASTA_V                       ,SE,+62:25:48,+017:21:00,  80, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5632,136668,TORPSHAMMAR_A                           ,SE,+62:29:24,+016:16:48,  99, TG6,19960101,20190430,   56,Marcus Flarup                                     
 5632,136674,FRANSTA                                 ,SE,+62:30:00,+016:10:48, 110, TG6,19610101,19631231,   56,Marcus Flarup                                     
 5632,136677,FRANSTA_11                              ,SE,+62:31:12,+016:12:36,  99, TG6,19620901,19951231,   56,Marcus Flarup                                     
 5632,902343,TORPSHAMMAR                             ,SE,+62:30:00,+016:16:59, 100, TG5,20001024,20190430,    -,Synoptical message from GTS
 5633,136671,KLOVSJOHOJDEN_A                         ,SE,+62:30:00,+014:09:36, 802, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5633,136686,KLOVSJO                                 ,SE,+62:31:48,+014:12:00, 802, TG6,19771001,19951231,   56,Marcus Flarup                                     
 5633,902325,KLOVSJOHOJDEN                           ,SE,+62:30:00,+014:09:00, 803, TG5,20001024,20190430,    -,Synoptical message from GTS
 5634,136668,TORPSHAMMAR_A                           ,SE,+62:29:24,+016:16:48,  99, TG6,19960101,20190430,   56,Marcus Flarup                                     
 5634,136674,FRANSTA                                 ,SE,+62:30:00,+016:10:48, 110, TG6,19610101,19631231,   56,Marcus Flarup                                     
 5634,136677,FRANSTA_11                              ,SE,+62:31:12,+016:12:36,  99, TG6,19620901,19951231,   56,Marcus Flarup                                     
 5634,902343,TORPSHAMMAR                             ,SE,+62:30:00,+016:16:59, 100, TG5,20001024,20190430,    -,Synoptical message from GTS
 5635,136668,TORPSHAMMAR_A                           ,SE,+62:29:24,+016:16:48,  99, TG6,19960101,20190430,   56,Marcus Flarup                                     
 5635,136674,FRANSTA                                 ,SE,+62:30:00,+016:10:48, 110, TG6,19610101,19631231,   56,Marcus Flarup                                     
 5635,136677,FRANSTA_11                              ,SE,+62:31:12,+016:12:36,  99, TG6,19620901,19951231,   56,Marcus Flarup                                     
 5635,902343,TORPSHAMMAR                             ,SE,+62:30:00,+016:16:59, 100, TG5,20001024,20190430,    -,Synoptical message from GTS
 5636,136680,SORAKER                                 ,SE,+62:31:12,+017:31:12,  45, TG6,19610102,19650330,   56,Marcus Flarup                                     
 5637,136671,KLOVSJOHOJDEN_A                         ,SE,+62:30:00,+014:09:36, 802, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5637,136686,KLOVSJO                                 ,SE,+62:31:48,+014:12:00, 802, TG6,19771001,19951231,   56,Marcus Flarup                                     
 5637,902325,KLOVSJOHOJDEN                           ,SE,+62:30:00,+014:09:00, 803, TG5,20001024,20190430,    -,Synoptical message from GTS
 5638,136689,LJUSNEDAL                               ,SE,+62:33:00,+012:36:00, 585, TG6,19610101,20190430,   56,Marcus Flarup                                     
 5639,136692,FJALLNAS                                ,SE,+62:34:48,+012:13:12, 780, TG6,19650101,19960118,   56,Marcus Flarup                                     
 5640,136695,HARNO                                   ,SE,+62:37:12,+018:03:35,  10, TG6,19701001,19891231,   56,Marcus Flarup                                     
 5640,136698,HARNOSAND                               ,SE,+62:37:59,+017:55:59,  15, TG6,19490115,20190430,   56,Marcus Flarup                                     
 5640,136701,LUNGO                                   ,SE,+62:38:24,+018:05:24,  17, TG6,19911101,20190430,   56,Marcus Flarup                                     
 5641,136695,HARNO                                   ,SE,+62:37:12,+018:03:35,  10, TG6,19701001,19891231,   56,Marcus Flarup                                     
 5641,136698,HARNOSAND                               ,SE,+62:37:59,+017:55:59,  15, TG6,19490115,20190430,   56,Marcus Flarup                                     
 5641,136701,LUNGO                                   ,SE,+62:38:24,+018:05:24,  17, TG6,19911101,20190430,   56,Marcus Flarup                                     
 5642,136704,SKALAN                                  ,SE,+62:39:00,+014:10:12, 802, TG6,19621201,19761231,   56,Marcus Flarup                                     
 5643,136707,FLATRUET_V                              ,SE,+62:43:48,+012:43:48, 955, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5644,136710,HUNGE                                   ,SE,+62:45:00,+015:06:00, 342, TG6,19650101,20040519,   56,Marcus Flarup                                     
 5644,136713,HUNGE_A                                 ,SE,+62:45:00,+015:05:24, 343, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5644,902331,HUNGE                                   ,SE,+62:45:00,+015:04:59, 343, TG5,20001024,20190430,    -,Synoptical message from GTS
 5645,136710,HUNGE                                   ,SE,+62:45:00,+015:06:00, 342, TG6,19650101,20040519,   56,Marcus Flarup                                     
 5645,136713,HUNGE_A                                 ,SE,+62:45:00,+015:05:24, 343, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5645,902331,HUNGE                                   ,SE,+62:45:00,+015:04:59, 343, TG5,20001024,20190430,    -,Synoptical message from GTS
 5646,136716,BORTNAN_A                               ,SE,+62:45:36,+013:51:00, 467, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5646,902319,BORTNAN                                 ,SE,+62:45:00,+013:51:00, 467, TG5,20001024,20190430,    -,Synoptical message from GTS
 5647,136719,SILLRE_V                                ,SE,+62:45:36,+016:42:36, 205, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5648,136722,LJUNGA                                  ,SE,+62:45:36,+016:18:35, 220, TG6,19610101,19870131,   56,Marcus Flarup                                     
 5649,136725,STORSJO_KAPELL                          ,SE,+62:48:00,+013:04:12, 580, TG6,19550101,19960131,   56,Marcus Flarup                                     
 5650,136728,JARKVISSLE                              ,SE,+62:49:12,+016:40:48,  90, TG6,19711101,19720531,   56,Marcus Flarup                                     
 5651,136731,NORDVIK                                 ,SE,+62:51:00,+018:01:12,  20, TG6,19610101,19870630,   56,Marcus Flarup                                     
 5652,136734,ULLANGER                                ,SE,+63:00:36,+018:11:24,  20, TG6,19610101,19980131,   56,Marcus Flarup                                     
 5653,136737,BISPGARDEN                              ,SE,+63:03:00,+016:32:24, 170, TG6,19780601,19880630,   56,Marcus Flarup                                     
 5653,136740,BISPGARDEN 1                            ,SE,+63:01:48,+016:33:00, 165, TG6,19460401,19880630,   56,Marcus Flarup                                     
 5654,136737,BISPGARDEN                              ,SE,+63:03:00,+016:32:24, 170, TG6,19780601,19880630,   56,Marcus Flarup                                     
 5654,136740,BISPGARDEN 1                            ,SE,+63:01:48,+016:33:00, 165, TG6,19460401,19880630,   56,Marcus Flarup                                     
 5655,136743,SYLARNA                                 ,SE,+63:02:24,+012:16:48,1030, TG6,19861008,20190430,   56,Marcus Flarup                                     
 5655,902209,SYLARNA                                 ,SE,+63:03:00,+012:16:59,1030, TG5,19931122,20190430,    -,Synoptical message from GTS
 5656,136746,BYDALEN_V                               ,SE,+63:02:24,+013:53:24,1000, TG6,19960301,19980503,   56,Marcus Flarup                                     
 5657,136749,VIKSBACKEN                              ,SE,+63:03:00,+017:45:00,   5, TG6,19511101,19760430,   56,Marcus Flarup                                     
 5657,136752,KRAMFORS-GISTGARDSON                    ,SE,+63:03:00,+017:46:12,   5, TG6,19760901,19960415,   56,Marcus Flarup                                     
 5658,136749,VIKSBACKEN                              ,SE,+63:03:00,+017:45:00,   5, TG6,19511101,19760430,   56,Marcus Flarup                                     
 5658,136752,KRAMFORS-GISTGARDSON                    ,SE,+63:03:00,+017:46:12,   5, TG6,19760901,19960415,   56,Marcus Flarup                                     
 5659,136755,HOGLEKARDALEN                           ,SE,+63:04:48,+013:45:00, 592, TG6,19620201,20190331,   56,Marcus Flarup                                     
 5660,136758,VASTMARKUM_A                            ,SE,+63:07:48,+018:15:36, 141, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5660,902260,VASTMARKUM                              ,SE,+63:07:59,+018:15:00, 143, TG5,20001024,20190430,    -,Synoptical message from GTS
 5661,136761,BOLESTRAND                              ,SE,+63:07:48,+016:08:59, 183, TG6,19550101,19650331,   56,Marcus Flarup                                     
 5661,136767,KRANGEDE_A                              ,SE,+63:09:36,+016:10:12, 183, TG6,19650401,20190430,   56,Marcus Flarup                                     
 5661,902247,KRANGEDE                                ,SE,+63:09:00,+016:10:00, 184, TG5,19960928,20190430,    -,Synoptical message from GTS
 5662,136761,BOLESTRAND                              ,SE,+63:07:48,+016:08:59, 183, TG6,19550101,19650331,   56,Marcus Flarup                                     
 5662,136767,KRANGEDE_A                              ,SE,+63:09:36,+016:10:12, 183, TG6,19650401,20190430,   56,Marcus Flarup                                     
 5662,902247,KRANGEDE                                ,SE,+63:09:00,+016:10:00, 184, TG5,19960928,20190430,    -,Synoptical message from GTS
 5663,136770,NORDERON                                ,SE,+63:09:00,+014:22:12, 320, TG6,19650101,20190430,   56,Marcus Flarup                                     
 5664,136773,LANNAS                                  ,SE,+63:10:12,+017:39:36,  30, TG6,19610101,20170331,   56,Marcus Flarup                                     
 5665,136776,SOLLEFTEA                               ,SE,+63:10:12,+017:16:48,  20, TG6,19630101,19860630,   56,Marcus Flarup                                     
 5666,136782,BLAHAMMAREN_A                           ,SE,+63:11:24,+012:10:48,1090, TG6,20101001,20190430,   56,Marcus Flarup                                     
 5667,136785,SKAGSUDDE                               ,SE,+63:11:24,+019:01:12,  11, TG6,19650101,19951031,   56,Marcus Flarup                                     
 5667,136788,SKAGSUDDE A                             ,SE,+63:11:18,+019:01:13,  11, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5667,902269,SKAGSUDDE                               ,SE,+63:10:59,+019:01:00,  11, TG5,19960928,20190430,    -,Synoptical message from GTS
 5668,101202,OESTERSUND-FROESOEN                     ,SE,+63:10:59,+014:28:59, 376, TG1,19610101,20031231,   47,GSN network                                       
 5668,108913,OESTERSUND                              ,SE,+63:10:59,+014:28:59, 376, TG6,19180101,19531231,    1,Markku Rummukainen                                
 5668,108914,OESTERSUND-FROESOEN                     ,SE,+63:10:59,+014:28:59, 376, TG6,19540101,20011231,    1,Markku Rummukainen                                
 5668,136779,OESTERSUND                              ,SE,+63:10:59,+014:28:59, 376, TG6,19610101,19800630,   56,Marcus Flarup                                     
 5668,136791,FROSON_D                                ,SE,+63:11:24,+014:29:24, 375, TG6,20021101,20060630,   56,Marcus Flarup                                     
 5668,136794,FROSON                                  ,SE,+63:11:51,+014:29:11, 376, TG6,19490322,20190430,   56,Marcus Flarup                                     
 5669,108913,OESTERSUND                              ,SE,+63:10:59,+014:28:59, 376, TG6,19180101,19531231,    1,Markku Rummukainen                                
 5669,136794,FROSON                                  ,SE,+63:11:51,+014:29:11, 376, TG6,19490322,20190430,   56,Marcus Flarup                                     
 5669,136797,ROSTA                                   ,SE,+63:14:24,+014:33:00, 360, TG6,19610101,20111231,   56,Marcus Flarup                                     
 5670,136800,TRILLEVALLEN_V                          ,SE,+63:15:36,+013:13:12, 611, TG6,19981001,20010416,   56,Marcus Flarup                                     
 5671,136803,STORLIEN-STORVALLEN                     ,SE,+63:16:48,+012:07:12, 583, TG6,19621001,20111231,   56,Marcus Flarup                                     
 5671,136809,STORLIEN                                ,SE,+63:19:12,+012:06:00, 583, TG6,19490126,19640630,   56,Marcus Flarup                                     
 5671,171336,STORLIEN-STORVALLEN A                   ,SE,+63:16:59,+012:07:28, 583, TG6,20091101,20190430,   56,Marcus Flarup                                     
 5671,902207,STORLIEN-VISJOVALEN A                   ,SE,+63:16:59,+012:07:00, 585, TG5,20100419,20190430,    -,Synoptical message from GTS
 5672,136803,STORLIEN-STORVALLEN                     ,SE,+63:16:48,+012:07:12, 583, TG6,19621001,20111231,   56,Marcus Flarup                                     
 5672,136809,STORLIEN                                ,SE,+63:19:12,+012:06:00, 583, TG6,19490126,19640630,   56,Marcus Flarup                                     
 5672,171336,STORLIEN-STORVALLEN A                   ,SE,+63:16:59,+012:07:28, 583, TG6,20091101,20190430,   56,Marcus Flarup                                     
 5672,902207,STORLIEN-VISJOVALEN A                   ,SE,+63:16:59,+012:07:00, 585, TG5,20100419,20190430,    -,Synoptical message from GTS
 5673,136812,MO 1                                    ,SE,+63:19:12,+013:28:48, 330, TG6,19610101,19670331,   56,Marcus Flarup                                     
 5673,136824,UNDERSAKER                              ,SE,+63:19:48,+013:22:48, 330, TG6,19670501,19830531,   56,Marcus Flarup                                     
 5674,136815,MORSIL                                  ,SE,+63:19:12,+013:39:00, 400, TG6,19710701,20190331,   56,Marcus Flarup                                     
 5675,136818,MATTMAR_V                               ,SE,+63:19:12,+013:42:36, 355, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5676,136821,KASA                                    ,SE,+63:19:48,+019:03:00,  30, TG6,19610101,19860630,   56,Marcus Flarup                                     
 5677,136812,MO 1                                    ,SE,+63:19:12,+013:28:48, 330, TG6,19610101,19670331,   56,Marcus Flarup                                     
 5677,136824,UNDERSAKER                              ,SE,+63:19:48,+013:22:48, 330, TG6,19670501,19830531,   56,Marcus Flarup                                     
 5678,136827,ARE-BJORNANGE_V                         ,SE,+63:22:48,+013:09:36, 435, TG6,20010417,20160111,   56,Marcus Flarup                                     
 5678,136836,ARE                                     ,SE,+63:24:00,+013:06:00, 440, TG6,19630301,19710131,   56,Marcus Flarup                                     
 5679,136830,SYDOSTBROTTEN                           ,SE,+63:22:48,+020:06:00,  24, TG6,19650101,19930610,   56,Marcus Flarup                                     
 5680,136833,DUVED                                   ,SE,+63:24:00,+012:55:48, 400, TG6,19450101,19791231,   56,Marcus Flarup                                     
 5681,136827,ARE-BJORNANGE_V                         ,SE,+63:22:48,+013:09:36, 435, TG6,20010417,20160111,   56,Marcus Flarup                                     
 5681,136836,ARE                                     ,SE,+63:24:00,+013:06:00, 440, TG6,19630301,19710131,   56,Marcus Flarup                                     
 5682,136839,ORNSKOLDSVIKS FLYGPLATS                 ,SE,+63:24:36,+019:00:00, 108, TG6,19620207,20190430,   56,Marcus Flarup                                     
 5682,902267,ORNSKOLDSVIK                            ,SE,+63:24:00,+018:58:00, 100, TG5,20090609,20190430,    -,Synoptical message from GTS
 5683,136842,ARESKUTAN                               ,SE,+63:25:48,+013:04:12,1280, TG6,19820101,19980120,   56,Marcus Flarup                                     
 5684,136845,JARNASKLUBB_A                           ,SE,+63:26:24,+019:40:48,   6, TG6,19940101,20190430,   56,Marcus Flarup                                     
 5684,902284,JARNASKLUBB                             ,SE,+63:25:59,+019:40:59,   7, TG5,19970619,20190430,    -,Synoptical message from GTS
 5685,136848,BREDBYN                                 ,SE,+63:27:36,+018:03:35,  80, TG6,19650101,19950930,   56,Marcus Flarup                                     
 5686,136851,NORDMALING                              ,SE,+63:34:12,+019:29:24,   4, TG6,19491205,19870313,   56,Marcus Flarup                                     
 5687,136854,HOLMOGADD A                             ,SE,+63:35:24,+020:45:36,   6, TG6,18581130,20080110,   56,Marcus Flarup                                     
 5688,136857,STORFINNFORSEN                          ,SE,+63:36:00,+016:10:48, 232, TG6,19610101,20180731,   56,Marcus Flarup                                     
 5689,136860,SIKASKALEN                              ,SE,+63:37:12,+015:05:24, 490, TG6,19610101,19840630,   56,Marcus Flarup                                     
 5690,136863,HEMLING_A                               ,SE,+63:39:00,+018:33:00, 182, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5690,136866,HEMLING                                 ,SE,+63:39:36,+018:31:48, 190, TG6,19700701,20110725,   56,Marcus Flarup                                     
 5691,136863,HEMLING_A                               ,SE,+63:39:00,+018:33:00, 182, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5691,136866,HEMLING                                 ,SE,+63:39:36,+018:31:48, 190, TG6,19700701,20110725,   56,Marcus Flarup                                     
 5692,136869,FOLLINGE_A                              ,SE,+63:40:48,+014:36:36, 362, TG6,19951201,20190430,   56,Marcus Flarup                                     
 5693,136878,GISSELAS                                ,SE,+63:42:00,+015:22:12, 320, TG6,19650101,19650731,   56,Marcus Flarup                                     
 5694,136881,HALLVIKEN                               ,SE,+63:43:48,+015:30:00, 375, TG6,19491120,19781130,   56,Marcus Flarup                                     
 5694,136887,HALLHAXASEN_A                           ,SE,+63:46:12,+015:19:48, 375, TG6,19951201,20190430,   56,Marcus Flarup                                     
 5694,902236,HALLHAXASEN                             ,SE,+63:46:00,+015:19:59, 376, TG5,20001024,20190430,    -,Synoptical message from GTS
 5695,136884,FOLLINGE-VAGSKALET                      ,SE,+63:45:36,+014:25:48, 362, TG6,19800201,19951123,   56,Marcus Flarup                                     
 5696,136881,HALLVIKEN                               ,SE,+63:43:48,+015:30:00, 375, TG6,19491120,19781130,   56,Marcus Flarup                                     
 5696,136887,HALLHAXASEN_A                           ,SE,+63:46:12,+015:19:48, 375, TG6,19951201,20190430,   56,Marcus Flarup                                     
 5696,902236,HALLHAXASEN                             ,SE,+63:46:00,+015:19:59, 376, TG5,20001024,20190430,    -,Synoptical message from GTS
 5697,136890,OVERANG                                 ,SE,+63:46:48,+013:04:12, 450, TG6,19661201,20060228,   56,Marcus Flarup                                     
 5698,136893,UMEA_FLYGPLATS                          ,SE,+63:47:24,+020:17:24,  14, TG6,19650101,20190430,   56,Marcus Flarup                                     
 5698,136899,ROBACKSDALEN                            ,SE,+63:48:36,+020:14:24,  10, TG6,19620101,19870630,   56,Marcus Flarup                                     
 5698,136902,UMEA                                    ,SE,+63:49:48,+020:16:48,  14, TG6,19610101,19790930,   56,Marcus Flarup                                     
 5699,136893,UMEA_FLYGPLATS                          ,SE,+63:47:24,+020:17:24,  14, TG6,19650101,20190430,   56,Marcus Flarup                                     
 5699,136899,ROBACKSDALEN                            ,SE,+63:48:36,+020:14:24,  10, TG6,19620101,19870630,   56,Marcus Flarup                                     
 5699,136902,UMEA                                    ,SE,+63:49:48,+020:16:48,  14, TG6,19610101,19790930,   56,Marcus Flarup                                     
 5700,136893,UMEA_FLYGPLATS                          ,SE,+63:47:24,+020:17:24,  14, TG6,19650101,20190430,   56,Marcus Flarup                                     
 5700,136899,ROBACKSDALEN                            ,SE,+63:48:36,+020:14:24,  10, TG6,19620101,19870630,   56,Marcus Flarup                                     
 5700,136902,UMEA                                    ,SE,+63:49:48,+020:16:48,  14, TG6,19610101,19790930,   56,Marcus Flarup                                     
 5701,136905,KORSVATTNET_A                           ,SE,+63:50:24,+013:30:00, 717, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5701,902221,KORSVATTNET                             ,SE,+63:49:59,+013:30:00, 717, TG5,19960928,20190430,    -,Synoptical message from GTS
 5702,136908,STROMSUND                               ,SE,+63:51:00,+015:35:24, 375, TG6,19790101,19951130,   56,Marcus Flarup                                     
 5703,136911,ALASEN                                  ,SE,+63:52:12,+014:36:36, 450, TG6,19650101,19791231,   56,Marcus Flarup                                     
 5704,136914,VANNAS                                  ,SE,+63:55:12,+019:42:00, 100, TG6,19491124,19760831,   56,Marcus Flarup                                     
 5705,136917,TEGELTRASK                              ,SE,+63:57:00,+017:54:59, 380, TG6,19610101,19850831,   56,Marcus Flarup                                     
 5706,136920,STORA_STENSJON                          ,SE,+63:58:12,+013:43:48, 717, TG6,19810801,19960131,   56,Marcus Flarup                                     
 5707,136923,EDEVIK                                  ,SE,+63:58:48,+012:52:12, 425, TG6,19800701,20190331,   56,Marcus Flarup                                     
 5708,136926,ALMDALEN                                ,SE,+64:00:00,+014:40:12, 615, TG6,19641201,20190331,   56,Marcus Flarup                                     
 5709,136929,BJORKEDE                                ,SE,+64:02:24,+012:56:24, 451, TG6,19650101,19800531,   56,Marcus Flarup                                     
 5710,136932,FREDRIKA_A                              ,SE,+64:04:48,+018:22:12, 327, TG6,19960101,20190430,   56,Marcus Flarup                                     
